layer,example_id,baseline_mc_entropy,baseline_conf_signal,scoring_mode_mc,scoring_mode_conf,intervention_type,direction,alpha,post_mc_entropy,post_conf_signal,delta_mc_entropy,delta_conf_signal,fit_r2_mc,fit_r2_conf
0,0,0.00655018538236618,0.9479476153850555,single_token,single_token,steering,random,-1.0,0.005772787611931562,0.9480756103992461,-0.000777397770434618,0.00012799501419069603,0.623085891914091,0.12257509543154299
0,0,0.00655018538236618,0.9479476153850555,single_token,single_token,steering,random,-0.5,0.006497674000759919,0.9480941002567609,-5.2511381606261225e-05,0.00014648487170543234,0.623085891914091,0.12257509543154299
0,0,0.00655018538236618,0.9479476153850555,single_token,single_token,steering,random,0.5,0.006648027338087559,0.9478908802072206,9.784195572137833e-05,-5.6735177834887907e-05,0.623085891914091,0.12257509543154299
0,0,0.00655018538236618,0.9479476153850555,single_token,single_token,steering,random,1.0,0.006720705733944972,0.9480653648575146,0.00017052035157879165,0.0001177494724591277,0.623085891914091,0.12257509543154299
0,0,0.00655018538236618,0.9479476153850555,single_token,single_token,steering,random,2.0,0.005514628564318021,0.9475744073589643,-0.0010355568180481596,-0.0003732080260911985,0.623085891914091,0.12257509543154299
0,0,0.00655018538236618,0.9479476153850555,single_token,single_token,steering,random,3.0,0.004359612784658869,0.9465352555116017,-0.0021905725977073116,-0.0014123598734537834,0.623085891914091,0.12257509543154299
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,entropy,-3.0,0.5926433801651001,0.9124625951051711,0.11086505651473999,-0.021640047430992126,0.011182025734640142,0.42304066781345184
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,entropy,-2.0,0.48941296339035034,0.9343299567699431,0.007634639739990234,0.00022731423377986282,0.011182025734640142,0.42304066781345184
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,entropy,-1.0,0.45819419622421265,0.9327857345342636,-0.02358412742614746,-0.0013169080018996526,0.011182025734640142,0.42304066781345184
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,entropy,-0.5,0.47334063053131104,0.9332558140158653,-0.008437693119049072,-0.0008468285202979375,0.011182025734640142,0.42304066781345184
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,entropy,0.5,0.4781991243362427,0.9345175638794899,-0.0035791993141174316,0.0004149213433266574,0.011182025734640142,0.42304066781345184
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,entropy,1.0,0.48423290252685547,0.9354669839143752,0.0024545788764953613,0.001364341378211953,0.011182025734640142,0.42304066781345184
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,entropy,2.0,0.5352532863616943,0.9351578921079635,0.05347496271133423,0.0010552495718002541,0.011182025734640142,0.42304066781345184
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,entropy,3.0,0.6273835897445679,0.9192821741104126,0.14560526609420776,-0.014820468425750688,0.011182025734640142,0.42304066781345184
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,confidence,-3.0,0.46995699405670166,0.9320222198963165,-0.011821329593658447,-0.0020804226398467573,0.3662100274128417,0.184273302265033
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,confidence,-2.0,0.5011744499206543,0.9343707993626594,0.01939612627029419,0.0002681568264961687,0.3662100274128417,0.184273302265033
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,confidence,-1.0,0.48567909002304077,0.933161686360836,0.003900766372680664,-0.000940956175327301,0.3662100274128417,0.184273302265033
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,confidence,-0.5,0.48700404167175293,0.933301793038845,0.005225718021392822,-0.00080084949731829,0.3662100274128417,0.184273302265033
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,confidence,0.5,0.4646146297454834,0.9353984266519546,-0.01716369390487671,0.001295784115791343,0.3662100274128417,0.184273302265033
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,confidence,1.0,0.4605698883533478,0.9365698218345642,-0.02120843529701233,0.002467179298400901,0.3662100274128417,0.184273302265033
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,confidence,2.0,0.5235841870307922,0.9402095690369605,0.04180586338043213,0.0061069265007972495,0.3662100274128417,0.184273302265033
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,confidence,3.0,0.8195431232452393,0.8652996137738227,0.33776479959487915,-0.06880302876234057,0.3662100274128417,0.184273302265033
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,random,-3.0,0.680016279220581,0.9068152919411658,0.19823795557022095,-0.027287350594997428,0.623085891914091,0.12257509543154299
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,random,-2.0,0.5322367548942566,0.9298405572772026,0.050458431243896484,-0.004262085258960657,0.623085891914091,0.12257509543154299
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,random,-1.0,0.4652970532576243,0.9349635953704515,-0.01648127039273578,0.00086095283428822,0.623085891914091,0.12257509543154299
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,random,-0.5,0.476087361574173,0.9342756097515424,-0.005690962076187134,0.0001729672153791828,0.623085891914091,0.12257509543154299
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,random,0.5,0.4859856764475505,0.933886728187402,0.004207352797190367,-0.00021591434876122584,0.623085891914091,0.12257509543154299
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,random,1.0,0.4827140271663666,0.934038259088993,0.0009357035160064697,-6.438344717030198e-05,0.623085891914091,0.12257509543154299
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,random,2.0,0.48047471046447754,0.9334295352300007,-0.0013036131858825684,-0.0006731073061625459,0.623085891914091,0.12257509543154299
0,1,0.4817783236503601,0.9341026425361633,single_token,single_token,steering,random,3.0,0.5672435363133749,0.9275958577791851,0.08546521266301477,-0.00650678475697819,0.623085891914091,0.12257509543154299
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,entropy,-3.0,1.169298529624939,0.7909513920545578,0.1058419942855835,-0.04805521219968789,0.011182025734640142,0.42304066781345184
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,entropy,-2.0,1.1207342147827148,0.8421277672052383,0.057277679443359375,0.0031211629509926286,0.011182025734640142,0.42304066781345184
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,entropy,-1.0,1.078986406326294,0.8353413462638855,0.015529870986938477,-0.0036652579903602156,0.011182025734640142,0.42304066781345184
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,entropy,-0.5,1.0651099681854248,0.8369400203227996,0.001653432846069336,-0.0020665839314460976,0.011182025734640142,0.42304066781345184
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,entropy,0.5,1.0622676610946655,0.8436048105359077,-0.0011888742446899414,0.004598206281662076,0.011182025734640142,0.42304066781345184
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,entropy,1.0,1.0707910060882568,0.8505340322852135,0.007334470748901367,0.011527428030967846,0.011182025734640142,0.42304066781345184
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,entropy,2.0,1.0986753702163696,0.8633563563227653,0.03521883487701416,0.024349752068519637,0.011182025734640142,0.42304066781345184
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,entropy,3.0,1.1296019554138184,0.8591313585639,0.06614542007446289,0.020124754309654325,0.011182025734640142,0.42304066781345184
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,confidence,-3.0,1.1017118692398071,0.8400172024965287,0.03825533390045166,0.0010105982422830007,0.3662100274128417,0.184273302265033
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,confidence,-2.0,1.0954689979553223,0.8461757034063339,0.0320124626159668,0.0071690991520881875,0.3662100274128417,0.184273302265033
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,confidence,-1.0,1.0656707286834717,0.8397512286901474,0.002214193344116211,0.0007446244359017307,0.3662100274128417,0.184273302265033
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,confidence,-0.5,1.0579816102981567,0.8395320311188698,-0.0054749250411987305,0.00052542686462409,0.3662100274128417,0.184273302265033
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,confidence,0.5,1.068735122680664,0.8414899036288261,0.005278587341308594,0.002483299374580472,0.3662100274128417,0.184273302265033
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,confidence,1.0,1.0884298086166382,0.8448091179132461,0.024973273277282715,0.005802513659000419,0.3662100274128417,0.184273302265033
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,confidence,2.0,1.126523494720459,0.8534743502736092,0.06306695938110352,0.014467746019363514,0.3662100274128417,0.184273302265033
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,confidence,3.0,1.2032002210617065,0.7634636953473091,0.13974368572235107,-0.0755429089069366,0.3662100274128417,0.184273302265033
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,random,-3.0,1.193471630414327,0.7964358429114023,0.13001509507497144,-0.04257076134284332,0.623085891914091,0.12257509543154299
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,random,-2.0,1.1243329445521038,0.8371031100551288,0.060876409212748284,-0.0019034941991168397,0.623085891914091,0.12257509543154299
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,random,-1.0,1.0696671803792317,0.8432029272119204,0.006210645039876228,0.004196322957674692,0.623085891914091,0.12257509543154299
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,random,-0.5,1.064051349957784,0.8400626013676326,0.0005948146184284742,0.0010559971133868862,0.623085891914091,0.12257509543154299
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,random,0.5,1.0656992594401042,0.8373700340588887,0.002242724100748772,-0.0016365701953570122,0.623085891914091,0.12257509543154299
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,random,1.0,1.0761082172393799,0.8392588133613268,0.012651681900024414,0.000252209107081125,0.623085891914091,0.12257509543154299
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,random,2.0,1.087595025698344,0.8369496126969654,0.024138490358988518,-0.00205699155728023,0.623085891914091,0.12257509543154299
0,2,1.0634565353393555,0.8390066042542457,single_token,single_token,steering,random,3.0,1.0935659011205037,0.8235319217046101,0.0301093657811482,-0.015474682549635577,0.623085891914091,0.12257509543154299
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,entropy,-3.0,0.014169269241392612,0.9449131816625594,0.008927989285439253,-0.004200720787048362,0.011182025734640142,0.42304066781345184
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,entropy,-2.0,0.004747490864247084,0.9490825071930885,-0.0004937890917062759,-3.139525651929542e-05,0.011182025734640142,0.42304066781345184
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,entropy,-1.0,0.004853533115237951,0.948853000998497,-0.0003877468407154083,-0.00026090145111079543,0.011182025734640142,0.42304066781345184
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,entropy,-0.5,0.005348606966435909,0.9491126284003257,0.00010732701048254967,-1.2740492820739746e-06,0.011182025734640142,0.42304066781345184
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,entropy,0.5,0.0052663530223071575,0.9492303863167763,2.5073066353797913e-05,0.00011648386716844872,0.011182025734640142,0.42304066781345184
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,entropy,1.0,0.004776969086378813,0.9494923904538154,-0.0004643108695745468,0.0003784880042075889,0.011182025734640142,0.42304066781345184
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,entropy,2.0,0.003789100330322981,0.949516075849533,-0.0014521796256303787,0.00040217339992520973,0.011182025734640142,0.42304066781345184
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,entropy,3.0,0.006105087697505951,0.9483774587512016,0.0008638077415525913,-0.0007364436984061973,0.011182025734640142,0.42304066781345184
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,confidence,-3.0,0.002525889780372381,0.9494465366005896,-0.0027153901755809784,0.00033263415098183646,0.3662100274128417,0.184273302265033
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,confidence,-2.0,0.004168835934251547,0.9493990927934646,-0.0010724440217018127,0.0002851903438567671,0.3662100274128417,0.184273302265033
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,confidence,-1.0,0.004857554566115141,0.9490964159369468,-0.0003837253898382187,-1.7486512660980225e-05,0.3662100274128417,0.184273302265033
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,confidence,-0.5,0.004967133514583111,0.9494046196341513,-0.0002741464413702488,0.000290717184543543,0.3662100274128417,0.184273302265033
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,confidence,0.5,0.005649575497955084,0.9491396844387053,0.00040829554200172424,2.57819890975286e-05,0.3662100274128417,0.184273302265033
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,confidence,1.0,0.005700348410755396,0.9492297500371932,0.0004590684548020363,0.00011584758758542701,0.3662100274128417,0.184273302265033
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,confidence,2.0,0.00575508875772357,0.9495087593793868,0.0005138088017702103,0.00039485692977903053,0.3662100274128417,0.184273302265033
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,confidence,3.0,0.04332953691482544,0.9169195935130119,0.03808825695887208,-0.03219430893659592,0.3662100274128417,0.184273302265033
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,random,-3.0,0.020386527486455936,0.9444129834572474,0.015145247530502576,-0.004700918992360359,0.623085891914091,0.12257509543154299
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,random,-2.0,0.00940090495472153,0.9486944615840912,0.004159624998768171,-0.000419440865516596,0.623085891914091,0.12257509543154299
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,random,-1.0,0.004834462112436692,0.9493066817522049,-0.0004068178435166674,0.0001927793025970903,0.623085891914091,0.12257509543154299
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,random,-0.5,0.00524328105772535,0.9491919418176015,2.0011017719907473e-06,7.803936799366529e-05,0.623085891914091,0.12257509543154299
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,random,0.5,0.0056438011427720385,0.9492204144597053,0.0004025211868186789,0.00010651201009748146,0.623085891914091,0.12257509543154299
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,random,1.0,0.006325263995677233,0.949046483139197,0.0010839840397238731,-6.741931041076565e-05,0.623085891914091,0.12257509543154299
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,random,2.0,0.00573712820187211,0.9489013349016506,0.0004958482459187508,-0.00021256754795717647,0.623085891914091,0.12257509543154299
0,3,0.00524127995595336,0.9491139024496078,single_token,single_token,steering,random,3.0,0.004699120996519923,0.9480060979723931,-0.0005421589594334364,-0.0011078044772147022,0.623085891914091,0.12257509543154299
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,entropy,-3.0,0.9202233552932739,0.7121090054512024,0.18939536809921265,-0.10060827434062958,0.011182025734640142,0.42304066781345184
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,entropy,-2.0,0.5859728455543518,0.7971375048160552,-0.14485514163970947,-0.015579774975776783,0.011182025734640142,0.42304066781345184
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,entropy,-1.0,0.6836241483688354,0.8034699976444244,-0.04720383882522583,-0.009247282147407554,0.011182025734640142,0.42304066781345184
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,entropy,-0.5,0.7062196731567383,0.8085570096969604,-0.024608314037322998,-0.004160270094871521,0.011182025734640142,0.42304066781345184
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,entropy,0.5,0.7342134714126587,0.8169057816267014,0.003385484218597412,0.004188501834869407,0.011182025734640142,0.42304066781345184
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,entropy,1.0,0.712810754776001,0.8149299472570419,-0.018017232418060303,0.002212667465209983,0.011182025734640142,0.42304066781345184
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,entropy,2.0,0.746888279914856,0.8051282435655593,0.016060292720794678,-0.007589036226272605,0.011182025734640142,0.42304066781345184
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,entropy,3.0,0.8331437706947327,0.7581936955451966,0.10231578350067139,-0.05452358424663539,0.011182025734640142,0.42304066781345184
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,confidence,-3.0,0.7395771741867065,0.7537819147109985,0.008749186992645264,-0.05893536508083341,0.3662100274128417,0.184273302265033
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,confidence,-2.0,0.7497353553771973,0.785233348608017,0.018907368183135986,-0.02748393118381498,0.3662100274128417,0.184273302265033
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,confidence,-1.0,0.6952639818191528,0.8043210327625274,-0.03556400537490845,-0.008396247029304527,0.3662100274128417,0.184273302265033
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,confidence,-0.5,0.712085485458374,0.8107173055410385,-0.018742501735687256,-0.001999974250793457,0.3662100274128417,0.184273302265033
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,confidence,0.5,0.7267252206802368,0.8165671616792678,-0.004102766513824463,0.0038498818874358465,0.3662100274128417,0.184273302265033
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,confidence,1.0,0.7029781937599182,0.8200191140174866,-0.027849793434143066,0.007301834225654669,0.3662100274128417,0.184273302265033
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,confidence,2.0,0.5858603715896606,0.8271967858076095,-0.14496761560440063,0.014479506015777521,0.3662100274128417,0.184273302265033
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,confidence,3.0,1.0452743768692017,0.6761070251464844,0.3144463896751404,-0.1366102546453476,0.3662100274128417,0.184273302265033
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,random,-3.0,1.004581133524577,0.7044724881649017,0.2737531463305156,-0.10824479162693024,0.623085891914091,0.12257509543154299
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,random,-2.0,0.7797791759173075,0.77641461789608,0.04895118872324622,-0.03630266189575193,0.623085891914091,0.12257509543154299
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,random,-1.0,0.6982433001200358,0.8123064145445823,-0.03258468707402551,-0.0004108652472496477,0.623085891914091,0.12257509543154299
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,random,-0.5,0.7214112877845764,0.8123694837093355,-0.009416699409484863,-0.00034779608249646543,0.623085891914091,0.12257509543154299
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,random,0.5,0.7315006653467814,0.8087023625771205,0.0006726781527200965,-0.0040149172147114776,0.623085891914091,0.12257509543154299
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,random,1.0,0.7249656319618225,0.8044383734464645,-0.0058623552322387695,-0.008278906345367432,0.623085891914091,0.12257509543154299
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,random,2.0,0.6362511912981669,0.7839028735955557,-0.0945767958958944,-0.028814406196276288,0.623085891914091,0.12257509543154299
0,4,0.7308279871940613,0.812717279791832,single_token,single_token,steering,random,3.0,0.5745424230893453,0.7623120188713073,-0.15628556410471595,-0.050405260920524664,0.623085891914091,0.12257509543154299
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,entropy,-3.0,0.007475055288523436,0.9470409393310547,0.00533225410617888,-0.0020528331398963484,0.011182025734640142,0.42304066781345184
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,entropy,-2.0,0.0018262211233377457,0.9490589529275893,-0.0003165800590068102,-3.481954336170823e-05,0.011182025734640142,0.42304066781345184
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,entropy,-1.0,0.0017072445480152965,0.9490036055445671,-0.0004355566343292594,-9.016692638397217e-05,0.011182025734640142,0.42304066781345184
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,entropy,-0.5,0.002087474800646305,0.9493796542286873,-5.532638169825077e-05,0.00028588175773625046,0.011182025734640142,0.42304066781345184
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,entropy,0.5,0.0022779349237680435,0.9494795694947242,0.00013513374142348766,0.00038579702377317115,0.011182025734640142,0.42304066781345184
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,entropy,1.0,0.0027309053111821413,0.9493281051516532,0.0005881041288375854,0.00023433268070216506,0.011182025734640142,0.42304066781345184
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,entropy,2.0,0.003605559002608061,0.949283155798912,0.001462757820263505,0.0001893833279609236,0.011182025734640142,0.42304066781345184
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,entropy,3.0,0.01583666168153286,0.9465460196137427,0.013693860499188304,-0.0025477528572083186,0.011182025734640142,0.42304066781345184
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,confidence,-3.0,0.0024625901132822037,0.9492130547761917,0.0003197889309376478,0.0001192823052406089,0.3662100274128417,0.184273302265033
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,confidence,-2.0,0.003042374737560749,0.9491427510976791,0.0008995735552161932,4.897862672803566e-05,0.3662100274128417,0.184273302265033
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,confidence,-1.0,0.002018784172832966,0.9491870760917663,-0.00012401700951159,9.33036208152771e-05,0.3662100274128417,0.184273302265033
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,confidence,-0.5,0.001975026447325945,0.9493394389748573,-0.00016777473501861095,0.0002456665039062278,0.3662100274128417,0.184273302265033
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,confidence,0.5,0.0022273818030953407,0.9494756922125815,8.458062075078487e-05,0.0003819197416304876,0.3662100274128417,0.184273302265033
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,confidence,1.0,0.0021934951655566692,0.9494402810931205,5.069398321211338e-05,0.0003465086221694502,0.3662100274128417,0.184273302265033
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,confidence,2.0,0.0015748601872473955,0.9494712829589843,-0.0005679409950971603,0.00037751048803325027,0.3662100274128417,0.184273302265033
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,confidence,3.0,0.018417377024888992,0.9338801547884941,0.016274575842544436,-0.015213617682456992,0.3662100274128417,0.184273302265033
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,random,-3.0,0.04106174944899976,0.9464134514331818,0.03891894826665521,-0.0026803210377692732,0.623085891914091,0.12257509543154299
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,random,-2.0,0.006075636949390173,0.9490483750899633,0.003932835767045617,-4.539738098774393e-05,0.623085891914091,0.12257509543154299
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,random,-1.0,0.002162550614836315,0.9492791369557381,1.9749432491759315e-05,0.0001853644847870095,0.623085891914091,0.12257509543154299
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,random,-0.5,0.002044206291126708,0.9492756610115368,-9.859489121784781e-05,0.00018188854058576176,0.623085891914091,0.12257509543154299
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,random,0.5,0.0023349892968932786,0.9493981132904689,0.00019218811454872276,0.000304340819517801,0.623085891914091,0.12257509543154299
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,random,1.0,0.0027113756320128837,0.9492675418655078,0.0005685744496683278,0.00017376939455671092,0.623085891914091,0.12257509543154299
0,5,0.002142801182344556,0.9490937724709511,single_token,single_token,steering,random,2.0,0.0026410802577932677,0.949110313753287,0.0004982790754487119,1.6541282335968965e-05,0.623085891914091,0.12257509543154299
